Round,Round,Pk,Player,College,Yrs,Totals_G,Totals_MP,Totals_PTS,Totals_TRB,Totals_AST,Shooting_FG%,Shooting_3P%,Shooting_FT%,Per Game_MP,Per Game_PTS,Per Game_TRB,Per Game_AST,Advanced_WS,Advanced_WS/48,Advanced_BPM,Advanced_VORP,Year,Group
2,2,31.0,Jason Kapono,UCLA,9,509,9068,3398,844,417,.442,.434,.835,17.8,6.7,1.7,0.8,10.3,.055,-2.6,-1.3,2003,4
2,2,32.0,Luke Walton,Arizona,10,564,9685,2649,1588,1317,.429,.326,.715,17.2,4.7,2.8,2.3,13.5,.067,-1.0,2.5,2003,4
2,2,33.0,Jerome Beasley,University of North Dakota,1,2,5,2,1,0,.333,0,0,2.5,1.0,0.5,0.0,0.0,-.117,-5.2,0.0,2003,4
2,2,34.0,Sofoklis Schortsanitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,4
2,2,35.0,Szymon Szewczyk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,4
2,2,36.0,Mario Austin,Mississippi State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,4
2,2,37.0,Travis Hansen,BYU,1,41,507,123,70,19,.354,.300,.815,12.4,3.0,1.7,0.5,0.2,.019,-6.2,-0.5,2003,4
2,2,38.0,Steve Blake,Maryland,13,870,20823,5662,1816,3446,.401,.383,.779,23.9,6.5,2.1,4.0,29.1,.067,-1.2,4.2,2003,4
2,2,39.0,Slavko VraneÃÂ¡,0,1,1,3,0,0,0,.000,0,0,3.0,0.0,0.0,0.0,0.0,-.371,-26.2,0.0,2003,4
2,2,40.0,Derrick Zimmerman,Mississippi State,1,2,32,4,4,7,.667,0,0,16.0,2.0,2.0,3.5,0.0,.004,-10.4,-0.1,2003,4
2,2,41.0,Willie Green,Detroit Mercy,12,731,14783,6059,1303,1018,.425,.346,.765,20.2,8.3,1.8,1.4,12.9,.042,-2.7,-2.7,2003,5
2,2,42.0,Zaza Pachulia,0,16,1098,22240,7414,6315,1433,.469,.000,.751,20.3,6.8,5.8,1.3,52.7,.114,-1.5,2.9,2003,5
2,2,43.0,Keith Bogans,Kentucky,11,671,14527,4257,1817,866,.394,.353,.716,21.6,6.3,2.7,1.3,20.4,.068,-1.5,1.9,2003,5
2,2,44.0,Malick Badiane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,5
2,2,45.0,Matt Bonner,Florida,12,792,13356,4632,2371,552,.464,.414,.780,16.9,5.8,3.0,0.7,38.5,.138,1.0,10.1,2003,5
2,2,46.0,Sani BeÃÂiroviÃÂ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,5
2,2,47.0,Mo Williams,Alabama,13,818,23872,10759,2264,3990,.434,.378,.871,29.2,13.2,2.8,4.9,40.0,.080,-0.3,10.0,2003,5
2,2,48.0,James Lang,0,1,11,55,11,11,2,.444,0,.600,5.0,1.0,1.0,0.2,0.1,.047,-6.4,-0.1,2003,5
2,2,49.0,James Jones,Miami (FL),14,709,11098,3717,1276,366,.401,.401,.840,15.7,5.2,1.8,0.5,25.2,.109,-0.1,5.4,2003,5
2,2,50.0,Paccelis Morlende,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,5
2,2,51.0,Kyle Korver,Creighton,17,1232,31183,11953,3643,2114,.442,.429,.877,25.3,9.7,3.0,1.7,73.4,.113,0.6,20.7,2003,6
2,2,52.0,Remon van de Hare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,6
2,2,53.0,Tommy Smith,Arizona State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,6
2,2,54.0,NedÃÂ¾ad SinanoviÃÂ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,6
2,2,55.0,Rick Rickert,Minnesota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,6
2,2,56.0,Brandon Hunter,Ohio University,2,67,630,220,187,22,.476,.000,.488,9.4,3.3,2.8,0.3,0.7,.055,-3.7,-0.3,2003,6
2,2,57.0,Xue Yuyang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,6
2,2,58.0,Andreas Glyniadakis,0,1,13,81,17,8,1,.471,0,.500,6.2,1.3,0.6,0.1,-0.2,-.143,-14.0,-0.2,2003,6
2,2,1.0,Dwight Howard,0,18,1242,39457,19485,14627,1676,.587,.214,.567,31.8,15.7,11.8,1.3,141.7,.172,1.9,39.0,2004,1
2,2,2.0,Emeka Okafor,UConn,10,616,19055,7370,5967,520,.512,.000,.586,30.9,12.0,9.7,0.8,45.3,.114,-0.6,6.8,2004,1
2,2,3.0,Ben Gordon,UConn,11,744,20366,11084,1851,1868,.432,.401,.857,27.4,14.9,2.5,2.5,33.3,.078,-0.3,8.7,2004,1
2,2,4.0,Shaun Livingston,0,14,833,17188,5231,1989,2483,.486,.178,.794,20.6,6.3,2.4,3.0,29.9,.084,-1.0,4.3,2004,1
2,2,5.0,Devin Harris,Wisconsin,15,985,23963,10597,2151,3869,.432,.325,.796,24.3,10.8,2.2,3.9,54.9,.110,0.6,15.5,2004,1
2,2,6.0,Josh Childress,Stanford,8,391,10432,3548,1850,609,.522,.329,.779,26.7,9.1,4.7,1.6,25.7,.118,0.8,7.4,2004,1
2,2,7.0,Luol Deng,Duke,15,902,30941,13361,5468,2042,.456,.332,.769,34.3,14.8,6.1,2.3,74.0,.115,0.9,22.9,2004,1
2,2,8.0,Rafael AraÃÂºjo,BYU,3,139,1585,389,395,41,.405,.250,.679,11.4,2.8,2.8,0.3,-0.4,-.013,-7.2,-2.1,2004,1
2,2,9.0,Andre Iguodala,Arizona,19,1231,39507,13968,6047,5147,.463,.330,.709,32.1,11.3,4.9,4.2,100.4,.122,2.1,41.3,2004,1
2,2,10.0,Luke Jackson,Oregon,4,73,724,252,89,58,.357,.360,.732,9.9,3.5,1.2,0.8,0.2,.010,-3.7,-0.3,2004,1
2,2,11.0,Andris BiedriÃÂÃÂ¡,0,10,516,11146,3247,3631,467,.594,.000,.500,21.6,6.3,7.0,0.9,30.7,.132,-0.4,4.6,2004,2
2,2,12.0,Robert Swift,0,4,97,1500,416,376,20,.506,0,.610,15.5,4.3,3.9,0.2,1.7,.054,-3.8,-0.7,2004,2
2,2,13.0,Sebastian Telfair,0,10,564,12149,4183,898,1960,.390,.319,.777,21.5,7.4,1.6,3.5,5.0,.020,-3.4,-4.2,2004,2
2,2,14.0,Kris Humphries,Minnesota,13,800,14232,5350,4314,556,.463,.293,.700,17.8,6.7,5.4,0.7,30.3,.102,-1.7,1.2,2004,2
2,2,15.0,Al Jefferson,0,14,915,26299,14343,7690,1347,.499,.121,.711,28.7,15.7,8.4,1.5,71.0,.130,1.2,21.3,2004,2
2,2,16.0,Kirk Snyder,Nevada,4,211,3540,1333,491,241,.438,.327,.699,16.8,6.3,2.3,1.1,4.5,.061,-1.2,0.7,2004,2
2,2,17.0,Josh Smith,0,13,894,29000,12996,6653,2789,.452,.285,.632,32.4,14.5,7.4,3.1,51.0,.084,1.7,27.2,2004,2
2,2,18.0,J.R. Smith,0,16,977,26275,12148,3073,2077,.419,.373,.733,26.9,12.4,3.1,2.1,46.3,.084,0.2,14.7,2004,2
2,2,19.0,Dorell Wright,0,11,549,12280,4597,2093,850,.424,.365,.806,22.4,8.4,3.8,1.5,25.9,.101,0.9,9.1,2004,2
2,2,20.0,Jameer Nelson,Saint Joseph's,14,878,24539,9940,2595,4508,.436,.368,.810,27.9,11.3,3.0,5.1,48.3,.094,-0.1,11.6,2004,2
2,2,21.0,Pavel Podkolzin,0,2,6,28,4,9,0,.000,0,.500,4.7,0.7,1.5,0.0,-0.1,-.163,-15.0,-0.1,2004,3
2,2,22.0,Viktor Khryapa,0,4,143,2351,643,492,142,.443,.292,.658,16.4,4.5,3.4,1.0,2.0,.041,-3.5,-0.9,2004,3
2,2,23.0,Sergei Monia,0,1,26,343,77,52,19,.333,.265,.714,13.2,3.0,2.0,0.7,-0.2,-.025,-5.3,-0.3,2004,3
2,2,24.0,Delonte West,Saint Joseph's,8,432,11842,4198,1265,1540,.448,.372,.826,27.4,9.7,2.9,3.6,24.5,.099,0.9,8.7,2004,3
2,2,25.0,Tony Allen,Oklahoma State,14,820,18055,6654,2884,1077,.475,.282,.709,22.0,8.1,3.5,1.3,38.7,.103,0.3,10.4,2004,3
2,2,26.0,Kevin Martin,Western Carolina University,12,714,21559,12396,2278,1352,.437,.384,.870,30.2,17.4,3.2,1.9,61.3,.137,1.0,16.1,2004,3
2,2,27.0,Sasha VujaÃÂiÃÂ,0,10,581,8908,3094,1093,748,.390,.367,.858,15.3,5.3,1.9,1.3,16.0,.086,-1.0,2.3,2004,3
2,2,28.0,Beno Udrih,0,13,831,18185,6952,1712,2858,.463,.349,.833,21.9,8.4,2.1,3.4,31.4,.083,-0.9,4.9,2004,3
2,2,29.0,David Harrison,Colorado,4,189,2686,949,549,47,.530,0,.525,14.2,5.0,2.9,0.2,3.2,.057,-4.4,-1.7,2004,3
2,2,30.0,Anderson VarejÃÂ£o,0,14,632,15087,4574,4531,737,.509,.023,.630,23.9,7.2,7.2,1.2,46.4,.148,0.3,8.8,2004,3
2,2,31.0,Jackson Vroman,Iowa State,2,87,1111,285,261,51,.408,.000,.580,12.8,3.3,3.0,0.6,0.0,.001,-5.1,-0.9,2004,4
2,2,32.0,Peter John Ramos,0,1,6,20,11,4,0,.500,0,.500,3.3,1.8,0.7,0.0,0.0,-.108,-10.0,0.0,2004,4
2,2,33.0,Lionel Chalmers,Xavier,1,36,433,111,31,51,.336,.245,.625,12.0,3.1,0.9,1.4,-0.2,-.025,-5.3,-0.4,2004,4
2,2,34.0,Donta Smith,Southeastern Illinois College,2,61,560,165,66,48,.421,.308,.650,9.2,2.7,1.1,0.8,0.5,.043,-3.2,-0.2,2004,4
2,2,35.0,Andre Emmett,Texas Tech,2,14,73,20,8,1,.462,.000,.615,5.2,1.4,0.6,0.1,0.1,.040,-5.5,-0.1,2004,4
2,2,36.0,Antonio Burks,Memphis,2,81,789,186,49,104,.387,.235,.571,9.7,2.3,0.6,1.3,0.1,.004,-5.0,-0.6,2004,4
2,2,37.0,Royal Ivey,Texas,10,492,6162,1641,557,501,.406,.361,.706,12.5,3.3,1.1,1.0,4.5,.035,-3.8,-2.7,2004,4
2,2,38.0,Chris Duhon,Duke,9,606,15526,3946,1364,2690,.393,.363,.784,25.6,6.5,2.3,4.4,25.0,.077,-1.2,3.2,2004,4
2,2,39.0,Albert Miralles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,4
2,2,40.0,Justin Reed,Ole Miss,3,136,1436,472,186,68,.404,.000,.752,10.6,3.5,1.4,0.5,0.5,.016,-5.9,-1.4,2004,4
2,2,41.0,David Young,NC Central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,5
2,2,42.0,Viktor Sanikidze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,5
2,2,43.0,Trevor Ariza,UCLA,18,1118,32953,11593,5356,2379,.422,.351,.731,29.5,10.4,4.8,2.1,64.3,.094,0.6,21.8,2004,5
2,2,44.0,Tim Pickett,Florida State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,5
2,2,45.0,Bernard Robinson,Michigan,3,128,1909,576,315,126,.417,.161,.786,14.9,4.5,2.5,1.0,2.0,.049,-2.0,0.0,2004,5
2,2,46.0,Ha Seung-Jin,0,2,46,316,70,67,3,.519,0,.500,6.9,1.5,1.5,0.1,-0.2,-.029,-8.8,-0.5,2004,5
2,2,47.0,Pape Sow,Cal State Fullerton,3,76,879,219,214,12,.416,0,.678,11.6,2.9,2.8,0.2,0.8,.044,-5.7,-0.8,2004,5
2,2,48.0,Ricky Minard,Morehead State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,5
2,2,49.0,Sergei Lishouk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,5
2,2,50.0,Vassilis Spanoulis,0,1,31,272,85,22,28,.319,.172,.810,8.8,2.7,0.7,0.9,-0.1,-.010,-5.9,-0.3,2004,5
2,2,51.0,Christian Drejer,Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,6
2,2,52.0,Romain Sato,Xavier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,6
2,2,53.0,Matt Freije,Vanderbilt,2,42,588,133,85,27,.293,.224,.714,14.0,3.2,2.0,0.6,-0.6,-.047,-6.0,-0.6,2004,6
2,2,54.0,Rickey Paulding,Missouri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,6
2,2,55.0,Luis Flores,Manhattan University,1,16,77,35,3,11,.483,.500,1.000,4.8,2.2,0.2,0.7,0.0,-.020,-4.8,0.0,2004,6
2,2,56.0,Marcus Douthit,Providence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,6
2,2,57.0,Sergei Karaulov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,6
2,2,58.0,Blake Stepp,Gonzaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,6
2,2,59.0,Rashad Wright,Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,6
2,2,1.0,Andrew Bogut,Utah,14,706,19862,6808,6112,1546,.535,.120,.557,28.1,9.6,8.7,2.2,50.6,.122,1.2,16.0,2005,1
2,2,2.0,Marvin Williams,UNC,15,1072,30159,10965,5546,1373,.443,.361,.808,28.1,10.2,5.2,1.3,65.1,.104,-0.4,12.3,2005,1
2,2,3.0,Deron Williams,Illinois,12,845,28865,13804,2619,6819,.445,.357,.822,34.2,16.3,3.1,8.1,77.3,.129,1.9,28.3,2005,1
2,2,4.0,Chris Paul,Wake Forest,20,1354,45608,23011,5978,12499,.470,.370,.871,33.7,17.0,4.4,9.2,215.1,.226,6.6,98.9,2005,1
2,2,5.0,Raymond Felton,UNC,14,971,28829,10853,2867,5096,.412,.329,.790,29.7,11.2,3.0,5.2,40.2,.067,-0.6,10.1,2005,1
2,2,6.0,Martell Webster,0,10,580,13914,5056,1811,588,.418,.382,.791,24.0,8.7,3.1,1.0,24.7,.085,-0.8,4.3,2005,1
2,2,7.0,Charlie Villanueva,UConn,11,656,13578,6808,3019,549,.435,.341,.772,20.7,10.4,4.6,0.8,22.6,.080,-0.6,4.7,2005,1
2,2,8.0,Channing Frye,Arizona,13,890,19772,7786,4002,864,.440,.388,.822,22.2,8.7,4.5,1.0,38.9,.094,-0.4,8.0,2005,1
2,2,9.0,Ike Diogu,Arizona State,6,225,2795,1348,689,69,.509,.500,.786,12.4,6.0,3.1,0.3,6.5,.112,-3.0,-0.7,2005,1
2,2,10.0,Andrew Bynum,0,8,418,10690,4822,3221,490,.556,.111,.690,25.6,11.5,7.7,1.2,37.4,.168,1.4,9.1,2005,1
2,2,11.0,Fran VÃÂ¡zquez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2
2,2,12.0,Yaroslav Korolev,0,2,34,168,39,16,13,.283,.250,.625,4.9,1.1,0.5,0.4,-0.1,-.024,-5.2,-0.1,2005,2
2,2,13.0,Sean May,UNC,4,119,1868,821,481,115,.458,.231,.746,15.7,6.9,4.0,1.0,2.6,.068,-1.7,0.2,2005,2
2,2,14.0,Rashad McCants,UNC,4,249,5037,2479,506,331,.431,.368,.741,20.2,10.0,2.0,1.3,3.6,.035,-1.7,0.4,2005,2
2,2,15.0,Antoine Wright,Texas A&M,6,297,5714,1614,681,295,.412,.304,.674,19.2,5.4,2.3,1.0,3.1,.026,-3.7,-2.4,2005,2
2,2,16.0,Joey Graham,Oklahoma State,6,377,6117,2239,1058,207,.483,.300,.815,16.2,5.9,2.8,0.5,7.8,.061,-3.6,-2.4,2005,2
2,2,17.0,Danny Granger,New Mexico,10,586,18487,9855,2888,1097,.434,.380,.848,31.5,16.8,4.9,1.9,48.5,.126,1.8,17.7,2005,2
2,2,18.0,Gerald Green,0,12,658,13026,6412,1639,596,.417,.361,.818,19.8,9.7,2.5,0.9,18.4,.068,-1.3,2.4,2005,2
2,2,19.0,Hakim Warrick,Syracuse,8,526,10624,4947,2117,400,.490,.191,.726,20.2,9.4,4.0,0.8,20.4,.092,-1.9,0.4,2005,2
2,2,20.0,Julius Hodge,NC State,2,23,98,28,15,18,.440,0,.500,4.3,1.2,0.7,0.8,0.0,.003,-3.7,0.0,2005,2
2,2,21.0,Nate Robinson,Washington,11,618,13878,6807,1446,1826,.423,.360,.796,22.5,11.0,2.3,3.0,27.8,.096,0.5,8.6,2005,3
2,2,22.0,Jarrett Jack,Georgia Tech,13,867,24140,9349,2487,3952,.440,.343,.855,27.8,10.8,2.9,4.6,36.8,.073,-0.9,6.5,2005,3
2,2,23.0,Francisco GarcÃÂ­a,Louisville,10,549,11853,4323,1400,747,.427,.357,.799,21.6,7.9,2.6,1.4,18.2,.074,-0.1,5.7,2005,3
2,2,24.0,Luther Head,Illinois,6,348,7797,2842,845,747,.423,.388,.773,22.4,8.2,2.4,2.1,14.7,.090,0.1,4.2,2005,3
2,2,25.0,Johan Petro,0,8,473,7262,2202,1836,227,.462,.154,.678,15.4,4.7,3.9,0.5,5.5,.037,-4.6,-4.6,2005,3
2,2,26.0,Jason Maxiell,Cincinnati,10,618,11379,3481,2576,266,.495,.000,.564,18.4,5.6,4.2,0.4,20.3,.086,-2.5,-1.4,2005,3
2,2,27.0,Linas Kleiza,Missouri,7,409,8185,3561,1470,321,.435,.335,.763,20.0,8.7,3.6,0.8,13.6,.080,-2.3,-0.7,2005,3
2,2,28.0,Ian Mahinmi,0,12,618,10353,3209,2705,357,.533,.160,.612,16.8,5.2,4.4,0.6,26.1,.121,-2.0,0.1,2005,3
2,2,29.0,Wayne Simien,Kansas,2,51,507,169,99,11,.469,0,.854,9.9,3.3,1.9,0.2,0.9,.083,-4.4,-0.3,2005,3
2,2,30.0,David Lee,Florida,12,829,24293,11232,7320,1825,.535,.034,.772,29.3,13.5,8.8,2.2,76.0,.150,1.1,19.2,2005,3
2,2,31.0,Salim Stoudamire,Arizona,3,157,2672,1260,214,164,.407,.366,.882,17.0,8.0,1.4,1.0,2.2,.040,-2.9,-0.6,2005,4
2,2,32.0,Daniel Ewing,Duke,2,127,1683,431,158,174,.389,.295,.780,13.3,3.4,1.2,1.4,0.8,.024,-3.0,-0.4,2005,4
2,2,33.0,Brandon Bass,LSU,12,758,16410,6575,3448,608,.499,.207,.832,21.6,8.7,4.5,0.8,42.8,.125,-0.8,5.1,2005,4
2,2,34.0,C.J. Miles,0,16,849,17284,8108,2011,914,.411,.358,.809,20.4,9.6,2.4,1.1,30.1,.084,-0.4,6.9,2005,4
2,2,35.0,Ricky SÃÂ¡nchez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,4
2,2,36.0,Ersan ÃÂ°lyasova,0,13,825,18957,8364,4661,908,.443,.367,.777,23.0,10.1,5.6,1.1,48.8,.124,-0.1,9.0,2005,4
2,2,37.0,Ronny Turiaf,Gonzaga,10,473,8020,2209,1757,618,.533,.000,.636,17.0,4.7,3.7,1.3,19.2,.115,0.3,4.7,2005,4
2,2,38.0,Travis Diener,Marquette,5,179,2660,854,243,432,.388,.353,.847,14.9,4.8,1.4,2.4,5.6,.102,-0.4,1.1,2005,4
2,2,39.0,Von Wafer,Florida State,6,200,2475,1054,234,146,.420,.325,.751,12.4,5.3,1.2,0.7,3.3,.064,-1.8,0.1,2005,4
2,2,40.0,Monta Ellis,0,12,833,29011,14858,2874,3856,.451,.314,.772,34.8,17.8,3.5,4.6,41.9,.069,-0.3,12.4,2005,4
2,2,41.0,Roko UkiÃÂ,0,2,85,987,341,78,165,.387,.189,.746,11.6,4.0,0.9,1.9,-0.2,-.007,-4.3,-0.6,2005,5
2,2,42.0,Chris Taft,Pitt,1,17,144,47,36,2,.605,0,.167,8.5,2.8,2.1,0.1,0.5,.155,-0.7,0.0,2005,5
2,2,43.0,Mile IliÃÂ,0,1,5,6,0,1,0,.000,0,0,1.2,0.0,0.2,0.0,-0.2,-1.264,-52.0,-0.1,2005,5
2,2,44.0,Martynas AndriuÃÂ¡keviÃÂius,0,1,6,9,0,4,0,.000,0,0,1.5,0.0,0.7,0.0,0.0,.155,5.2,0.0,2005,5
2,2,45.0,Lou Williams,0,17,1123,27104,15593,2484,3789,.419,.351,.842,24.1,13.9,2.2,3.4,65.7,.116,1.4,23.2,2005,5
2,2,46.0,Erazem Lorbek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,5
2,2,47.0,Bracey Wright,Indiana,2,26,325,129,39,20,.405,.324,.794,12.5,5.0,1.5,0.8,0.5,.068,-1.6,0.0,2005,5
2,2,48.0,MickaÃÂ«l Gelabale,0,3,145,2348,670,330,115,.470,.316,.815,16.2,4.6,2.3,0.8,3.0,.062,-2.1,0.0,2005,5
2,2,49.0,Andray Blatche,0,9,564,12462,5706,3024,798,.467,.237,.725,22.1,10.1,5.4,1.4,19.2,.074,-0.8,3.8,2005,5
2,2,50.0,Ryan Gomes,Providence,8,487,13463,4926,2239,712,.445,.349,.799,27.6,10.1,4.6,1.5,19.4,.069,-1.6,1.4,2005,5
2,2,51.0,Robert Whaley,Walsh University,1,23,212,49,43,17,.404,0,.500,9.2,2.1,1.9,0.7,0.0,.004,-5.1,-0.2,2005,6
2,2,52.0,Axel Hervelle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,6
2,2,53.0,Orien Greene,Louisiana,4,131,1555,326,195,155,.387,.212,.642,11.9,2.5,1.5,1.2,-0.7,-.022,-4.6,-1.0,2005,6
2,2,54.0,Dijon Thompson,UCLA,2,16,93,45,19,3,.425,.308,.875,5.8,2.8,1.2,0.2,0.2,.102,-0.5,0.0,2005,6
2,2,55.0,Lawrence Roberts,Mississippi State,2,87,1150,334,310,35,.452,.000,.688,13.2,3.8,3.6,0.4,2.5,.106,-1.9,0.0,2005,6
2,2,56.0,Amir Johnson,0,14,870,18323,6102,4692,1073,.570,.332,.673,21.1,7.0,5.4,1.2,55.3,.145,0.3,10.6,2005,6
2,2,57.0,Marcin Gortat,0,12,806,20691,7951,6407,915,.551,.150,.680,25.7,9.9,7.9,1.1,61.3,.142,0.4,12.7,2005,6
2,2,58.0,UroÃÂ¡ Slokar,0,1,20,72,38,14,1,.538,.500,.692,3.6,1.9,0.7,0.1,0.1,.042,-5.6,-0.1,2005,6
2,2,59.0,Cenk Akyol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,6
2,2,60.0,Alex Acker,Pepperdine,2,30,234,81,29,16,.370,.320,.500,7.8,2.7,1.0,0.5,-0.2,-.043,-5.3,-0.2,2005,6
2,2,1.0,Andrea Bargnani,0,10,550,15806,7873,2541,653,.439,.354,.824,28.7,14.3,4.6,1.2,18.9,.057,-1.6,1.5,2006,1
2,2,2.0,LaMarcus Aldridge,Texas,16,1076,36242,20558,8736,2076,.493,.320,.813,33.7,19.1,8.1,1.9,115.6,.153,1.7,33.4,2006,1
2,2,3.0,Adam Morrison,Gonzaga,3,161,3278,1200,342,222,.373,.331,.710,20.4,7.5,2.1,1.4,-1.4,-.021,-5.0,-2.4,2006,1
2,2,4.0,Tyrus Thomas,LSU,8,402,7932,3093,1938,347,.438,.235,.732,19.7,7.7,4.8,0.9,13.0,.078,-1.2,1.7,2006,1
2,2,5.0,Shelden Williams,Duke,6,361,5586,1618,1562,163,.462,.222,.740,15.5,4.5,4.3,0.5,9.9,.085,-3.0,-1.5,2006,1
2,2,6.0,Brandon Roy,Washington,6,326,11561,6136,1388,1517,.459,.348,.800,35.5,18.8,4.3,4.7,37.4,.155,3.6,16.3,2006,1
2,2,7.0,Randy Foye,Villanova,11,752,19279,7729,1686,2112,.401,.366,.852,25.6,10.3,2.2,2.8,23.5,.058,-1.2,3.8,2006,1
2,2,8.0,Rudy Gay,UConn,17,1120,34561,17642,6283,2280,.452,.346,.799,30.9,15.8,5.6,2.0,61.0,.085,0.6,22.4,2006,1
2,2,9.0,Patrick O'Bryant,Bradley,4,90,524,186,127,25,.494,.000,.583,5.8,2.1,1.4,0.3,0.5,.046,-4.6,-0.3,2006,1
2,2,10.0,Mouhamed Sene,0,3,47,260,103,75,1,.427,0,.589,5.5,2.2,1.6,0.0,0.3,.052,-5.1,-0.2,2006,1
2,2,11.0,JJ Redick,Duke,15,940,23964,12028,1903,1862,.447,.415,.892,25.5,12.8,2.0,2.0,63.7,.128,0.6,16.0,2006,2
2,2,12.0,Hilton Armstrong,UConn,6,292,3378,880,766,102,.501,.286,.582,11.6,3.0,2.6,0.3,3.9,.055,-4.1,-1.8,2006,2
2,2,13.0,Thabo Sefolosha,0,14,869,19062,4994,3252,1196,.449,.349,.732,21.9,5.7,3.7,1.4,39.3,.099,0.6,12.4,2006,2
2,2,14.0,Ronnie Brewer,Arkansas,8,502,11539,3940,1427,828,.490,.254,.675,23.0,7.8,2.8,1.6,30.4,.127,1.6,10.6,2006,2
2,2,15.0,Cedric Simmons,NC State,3,75,705,163,141,14,.409,0,.390,9.4,2.2,1.9,0.2,0.1,.005,-5.0,-0.5,2006,2
2,2,16.0,Rodney Carney,Memphis,5,299,4600,1778,588,132,.422,.338,.704,15.4,5.9,2.0,0.4,6.2,.064,-1.6,0.5,2006,2
2,2,17.0,Shawne Williams,Memphis,7,314,5368,1769,945,220,.403,.339,.755,17.1,5.6,3.0,0.7,6.7,.060,-2.2,-0.3,2006,2
2,2,18.0,Oleksiy Pecherov,0,3,111,1044,438,266,20,.386,.290,.793,9.4,3.9,2.4,0.2,0.5,.025,-4.8,-0.7,2006,2
2,2,19.0,Quincy Douby,Rutgers University,3,143,1535,588,152,93,.389,.312,.884,10.7,4.1,1.1,0.7,0.0,.000,-3.5,-0.6,2006,2
2,2,20.0,Renaldo Balkman,South Carolina,6,221,3064,894,769,132,.510,.172,.542,13.9,4.0,3.5,0.6,7.2,.113,0.1,1.6,2006,2
2,2,21.0,Rajon Rondo,Kentucky,16,957,28571,9337,4349,7584,.456,.324,.611,29.9,9.8,4.5,7.9,61.8,.104,1.2,23.2,2006,3
2,2,22.0,Marcus Williams,UConn,4,203,3095,1128,361,574,.386,.321,.767,15.2,5.6,1.8,2.8,0.0,-.001,-3.3,-1.0,2006,3
2,2,23.0,Josh Boone,UConn,4,256,4482,1340,1258,125,.544,0,.445,17.5,5.2,4.9,0.5,9.1,.097,-2.0,0.0,2006,3
2,2,24.0,Kyle Lowry,Villanova,19,1173,36680,16356,4961,7099,.423,.368,.815,31.3,13.9,4.2,6.1,112.6,.147,2.7,43.3,2006,3
2,2,25.0,Shannon Brown,Michigan State,9,408,7329,3118,760,458,.420,.332,.807,18.0,7.6,1.9,1.1,9.2,.060,-1.5,1.0,2006,3
2,2,26.0,Jordan Farmar,UCLA,10,504,9840,3888,958,1453,.423,.374,.739,19.5,7.7,1.9,2.9,13.9,.068,-0.5,3.7,2006,3
2,2,27.0,Sergio RodrÃÂ­guez,0,5,353,5281,1747,525,1183,.409,.337,.739,15.0,4.9,1.5,3.4,4.3,.039,-2.0,0.1,2006,3
2,2,28.0,Maurice Ager,Michigan State,4,82,505,169,46,19,.339,.250,.566,6.2,2.1,0.6,0.2,-0.9,-.089,-9.4,-0.9,2006,3
2,2,29.0,Mardy Collins,Temple,4,189,2771,742,336,327,.380,.299,.599,14.7,3.9,1.8,1.7,-1.6,-.027,-4.4,-1.7,2006,3
